Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions
firefox86,https://bugzilla.mozilla.org/show_bug.cgi?id=1681297,CVE-2021-23979,high,"February 23, 2021","Mozilla developers Tyson Smith, Lars T Hansen, Valentin Gosu, and Sebastian Hengst reported memory safety bugs present in Firefox 85. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<86.0
firefox86,https://bugzilla.mozilla.org/show_bug.cgi?id=1681684,CVE-2021-23979,high,"February 23, 2021","Mozilla developers Tyson Smith, Lars T Hansen, Valentin Gosu, and Sebastian Hengst reported memory safety bugs present in Firefox 85. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<86.0
firefox86,https://bugzilla.mozilla.org/show_bug.cgi?id=1683490,CVE-2021-23979,high,"February 23, 2021","Mozilla developers Tyson Smith, Lars T Hansen, Valentin Gosu, and Sebastian Hengst reported memory safety bugs present in Firefox 85. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<86.0
firefox86,https://bugzilla.mozilla.org/show_bug.cgi?id=1684377,CVE-2021-23979,high,"February 23, 2021","Mozilla developers Tyson Smith, Lars T Hansen, Valentin Gosu, and Sebastian Hengst reported memory safety bugs present in Firefox 85. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<86.0
firefox86,https://bugzilla.mozilla.org/show_bug.cgi?id=1684902,CVE-2021-23979,high,"February 23, 2021","Mozilla developers Tyson Smith, Lars T Hansen, Valentin Gosu, and Sebastian Hengst reported memory safety bugs present in Firefox 85. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<86.0
firefox85.0.1,https://bugzilla.mozilla.org/show_bug.cgi?id=1676636,CVE-2020-16048,critical,"February  5, 2021","In the Angle graphics library, depth pitch computations did not take into account the block size and simply multiplied the row pitch with the pixel height.  This caused the load functions to use a very high depth pitch, reading past the end of the user-supplied buffer.<br><em>Note: This issue only affected Windows operating systems. Other operating systems are unaffected.</em>",-,-,-,-
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1683940,CVE-2021-23953,high,"January 26, 2021","If a user clicked into a specifically crafted PDF, the PDF reader could be confused into leaking cross-origin information, when said information is served as chunked data.",02/25/2021,CWE-noinfo,4.3 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1684020,CVE-2021-23954,high,"January 26, 2021","Using the new logical assignment operators in a JavaScript switch statement could have caused a type confusion, leading to a memory corruption and a potentially exploitable crash.",02/25/2021,CWE-843,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1684837,CVE-2021-23955,high,"January 26, 2021","The browser could have been confused into transferring a pointer lock state into another tab, which could have lead to clickjacking attacks.",02/25/2021,CWE-1021,4.3 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1338637,CVE-2021-23956,moderate,"January 26, 2021",An ambiguous file picker design could have confused users who intended to select and upload a single file into uploading a whole directory. This was addressed by adding a new prompt.,02/25/2021,CWE-noinfo,4.3 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1584582,CVE-2021-23957,moderate,"January 26, 2021",Navigations through the Android-specific <code>intent</code> URL scheme could have been misused to escape iframe sandbox.<br><em>Note: This issue only affected Firefox for Android. Other operating systems are unaffected.</em>,02/25/2021,CWE-noinfo,4.3 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1642747,CVE-2021-23958,moderate,"January 26, 2021","The browser could have been confused into transferring a screen sharing state into another tab, which would leak unintended information.",02/25/2021,CWE-668,4.3 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1659035,CVE-2021-23959,moderate,"January 26, 2021","An XSS bug in internal error pages could have led to various spoofing attacks, including other error pages and the address bar.<br><em>Note: This issue only affected Firefox for Android. Other operating systems are unaffected.</em>",02/25/2021,CWE-79,4.3 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1675755,CVE-2021-23960,moderate,"January 26, 2021","Performing garbage collection on re-declared JavaScript variables resulted in a user-after-poison, and a potentially exploitable crash.",02/25/2021,CWE-noinfo,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1677940,CVE-2021-23961,moderate,"January 26, 2021",Further techniques that built on the slipstream research combined with a malicious webpage could have exposed both an internal network's hosts as well as services running on the user's local machine.,02/25/2021,CWE-noinfo,4.3 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1677194,CVE-2021-23962,low,"January 26, 2021",Incorrect use of the <code>RowCountChanged</code> method could have led to a user-after-poison and a potentially exploitable crash.,02/25/2021,CWE-noinfo,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1680793,CVE-2021-23963,low,"January 26, 2021","When sharing geolocation during an active WebRTC share, Firefox could have reset the webRTC sharing state in the user interface, leading to loss of control over the currently granted permission",02/25/2021,CWE-281,4.3 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/buglist.cgi?bug_id=1662507%2C1666285%2C1673526%2C1674278%2C1674835%2C1675097%2C1675844%2C1675868%2C1677590%2C1677888%2C1680410%2C1681268%2C1682068%2C1682938%2C1683736%2C1685260%2C1685925,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1662507,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1666285,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1673526,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1674278,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1674835,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1675097,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1675844,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1675868,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1677590,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1677888,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
firefox85,https://bugzilla.mozilla.org/show_bug.cgi?id=1680410,CVE-2021-23964,high,"January 26, 2021","Mozilla developers Andrew McCreight, Tyson Smith, Jesse Schwartzentruber, Jon Coppeard, Byron Campen, André Bargull, Steve Fink, Jason Kratzer, Christian Holler, Alexis Beingessner reported memory safety bugs present in Firefox 84 and Firefox ESR 78.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",02/26/2021,CWE-119,6.8 MEDIUM,<85.0
